fabricante	Marca	Algoritmo Marca Propia	Est Mer 6 Descripcion	EST_MER_6_CODIGO	Est Mer 7 Descripcion	Est Mer Codigo	Imp venta últ 24 meses	Qtd Sku	
APSEN	PROBID APS	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	55.948.388	3	a
ABBOTT	CREON ABB	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	55.876.090	2	a
ASTRAZENECA	QTERN AZN	NAO E MARCA PROPIA	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	.3.12.2.10.9	A10P1 INIBIDOR SGLT2 ANTIDIABETICOS SIMPLES	.3.12.2.10.9.1	55.479.638	1	a
HALEON	SONRIDOR GSK	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	54.738.071	4	a
BIOLAB	DEFB BIO	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	54.255.038	1	a
ASPEN	LEITE MAG PHILLIPS ASP	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	53.822.953	3	a
MYRALIS PHARMA	MYRALIS MYR	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	53.354.513	1	a
OPELLA	DULCOLAX (OPE)	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	52.293.521	2	a
NOVO NORDISK	NOVOLIN N NND	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C1 INSULINAS HUMANAS E ANALOGAS DE ACAO RAPIDA	.3.12.2.10.1.1	52.169.823	2	a
BESINS HEALTHCARE	OGESTAN BES	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A1 PRENATAL	.3.12.2.11.1.1	51.835.030	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	MERITOR ACH	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J2 BIGUANIDA E SULFONILOUREIA COMB A DIABETICOS	.3.12.2.10.4.2	51.140.920	2	a
BIOBRAS FARMA	GLARGILIN BBF	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C1 INSULINAS HUMANAS E ANALOGAS DE ACAO RAPIDA	.3.12.2.10.1.1	51.002.345	1	a
EUROFARMA	PANTOPRAZOL EUR	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	50.782.801	3	a
ZAMBON	URSACOL ZAM	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A2 TERAPIA DOS CALCULOS BILIARES	.3.12.2.5.1.2	50.580.195	3	a
CELLERA FARMA	BARISTAR CEL	NAO E MARCA PROPIA	A11A POLIVITAMINICOS COM MINERAIS	.3.12.2.11.1	A11A4 OUTROS POLIVIT COM MINERAIS	.3.12.2.11.1.4	50.433.318	2	a
UNIAO QUIMICA	FLORASTOR UNI	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	49.220.361	3	a
NOVO NORDISK	NOVORAPID NND	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C1 INSULINAS HUMANAS E ANALOGAS DE ACAO RAPIDA	.3.12.2.10.1.1	48.180.305	3	a
FARMOQUIMICA	PROBIATOP FRQ	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	48.177.921	5	a
MYRALIS PHARMA	PEG LAX MYR	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	47.699.508	1	a
EMS PHARMA	TROPINAL EMS	NAO E MARCA PROPIA	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2.1	46.720.962	2	a
MOMENTA FARMA	FORFIG MOM	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	45.925.952	7	a
ACHE LABORATORIOS FARMACEUTICOS SA	FAMOX ACH	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	45.230.075	5	a
ELI LILLY	HUMALOG ELI	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C1 INSULINAS HUMANAS E ANALOGAS DE ACAO RAPIDA	.3.12.2.10.1.1	44.712.935	5	a
UNIAO QUIMICA	CLOR DE ONDANSETRONA UNI	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	44.702.166	4	a
UNIAO QUIMICA	ZEROLAC UNI	NAO E MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	44.189.123	3	a
ASPEN	OMCILON ASP	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	44.093.590	3	a
MRJ FARMA	COLIC CALM MRJ	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A7 ANTIFISETICOS COM OUTROS FARMACOS	.3.12.2.2.1.5	43.733.409	1	a
NATULAB	HIDRAPLEX NAT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	43.695.095	5	a
ACHE LABORATORIOS FARMACEUTICOS SA	PROVANCE ACH	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	42.977.996	6	a
ELI LILLY	TRULICITY ELI	NAO E MARCA PROPIA	A10S AGONISTAS GLP 1	.3.12.2.10.10	A10S AGONISTAS GLP 1	.3.12.2.10.10.1	42.720.168	2	a
HERTZ FARMACEUTICA	RAPILAX KLE	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	42.659.114	1	a
EMS PHARMA	CULTURELLE CEL	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	42.057.527	18	a
MERCK	JANUMET MER	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	41.932.564	9	a
THERASKIN	CAMOMILINA THE	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	41.840.820	1	a
RANBAXY	GLICLAZIDA RAN	NAO E MARCA PROPIA	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3.1	40.909.835	6	a
GEOLAB	STOMALIV GEO	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	40.862.026	13	a
VIATRIS	THIOCTACID VIA	NAO E MARCA PROPIA	A10X OUTRAS DROGAS PARA DIABETES	.3.12.2.10.11	Por Defecto	.3.12.2.10.11	39.930.500	3	a
GEYER MEDICAMENTOS	BIOVICERIN GEY	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	39.668.831	5	a
SUPERA	PHOSFOENEMA SPR	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	39.666.325	2	a
HYPERA PHARMA	BUSCODUO HYP	NAO E MARCA PROPIA	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2	A03D ASSOCIACOES COM ANALGESICOS	.3.12.2.3.2.1	39.506.775	4	a
HYPERA PHARMA	ORLISTATE NEO	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	39.475.232	4	a
NATULAB	FLORATIL NAT	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	39.436.060	4	a
HYPERA PHARMA	DRAMIN HYP	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	38.588.309	11	a
ACHE LABORATORIOS FARMACEUTICOS SA	AVIDE ACH	NAO E MARCA PROPIA	A07X OUTROS PRODUTOS PARA DESORDENS INTESTINAIS	.3.12.2.7.7	A07X OUTROS PRODUTOS PARA DESORDENS INTESTINAIS	.3.12.2.7.7.1	38.538.149	1	a
APSEN	LONIUM APS	NAO E MARCA PROPIA	A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS	.3.12.2.3.1	A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS	.3.12.2.3.1.1	38.506.434	4	a
MERCK	JANUVIA MER	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	37.700.677	6	a
EUROFARMA	FLORIPA EUR	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	37.250.526	1	a
PFIZER	MAGNESIA BISURADA PFI	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	36.947.648	2	a
ARESE PHARMA LTDA.	NEVRIX ARE	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D4 VITAMINA B1 ASSOC VIT B6 OU B12	.3.12.2.11.4.2	36.805.259	1	a
HYPERA PHARMA	LACTO PURGA HYP	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	36.629.306	4	a
EMS PHARMA	LINADIB EMS	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N3 INIB DPP IV E BIGUANIDAS COMB A DIABETICOS	.3.12.2.10.8.2	36.551.981	2	a
EMS PHARMA	OLIRE EMS	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	35.994.608	2	a
EMS PHARMA	ORLISTATE GER	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	35.774.700	4	a
CATARINENSE PHARMA	FIGATIL CAT	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	35.440.921	5	a
CENTROFARMA	OLINA CEN	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A1 COLAGOGOS	.3.12.2.5.1.1	35.226.485	6	a
NOVO NORDISK	NOVOLIN N NND	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C2 INSULINAS HUMANAS+ANALOGAS ACAO INTERMEDIA	.3.12.2.10.1.2	34.624.260	2	a
MEDLEY	PYLORIPAC MED	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	34.297.042	6	a
ACHE LABORATORIOS FARMACEUTICOS SA	GAESO ACH	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	34.091.638	2	a
SUPERA	NIMEGON MET SPR	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N3 INIB DPP IV E BIGUANIDAS COMB A DIABETICOS	.3.12.2.10.8.2	33.811.600	3	a
EMS PHARMA	RESTITUE EMS	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	33.524.793	2	a
UNIAO QUIMICA	CARVEROL UNI	NAO E MARCA PROPIA	A07B ADSORBENTES INTESTINALES ANTIDIARREICOS	.3.12.2.7.2	A07B ADSORBENTES INTESTINALES ANTIDIARREICOS	.3.12.2.7.2.1	33.514.210	2	a
HYPERA PHARMA	MESALAZINA NEO	NAO E MARCA PROPIA	A07E PRODUTOS PARA DOENCA INFLAMATORIA INTESTINAL	.3.12.2.7.3	A07E1 AMINOSALICILATOS INTESTINAIS	.3.12.2.7.3.1	33.463.673	2	a
HALEON	ENO HAL	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	33.345.796	8	a
BIOLAB	ATIVB BIO	NAO E MARCA PROPIA	A11F VITAMINAS B12 PURA	.3.12.2.11.6	A11F VITAMINAS B12 PURA	.3.12.2.11.6.1	32.718.561	1	a
HYPERA PHARMA	MILGAMMA MAN	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D3 VITAMINA B1	.3.12.2.11.4.1	30.615.406	1	a
EMS PHARMA	SITGLU MET GER	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	30.393.662	4	a
EMS PHARMA	LACTULIV LEG	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	30.036.247	3	a
CIMED	OMEPRAZOL CIM	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	29.858.376	1	a
MEDLEY	BROMOPRIDA MED	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	29.681.431	3	a
APSEN	PROBIANS APS	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	29.107.133	1	a
ABBOTT	RUBENTI ABB	NAO E MARCA PROPIA	A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS	.3.12.2.3.1	A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS	.3.12.2.3.1.1	28.775.449	2	a
NATULAB	HIDRALYTE NAT	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	28.682.117	5	a
EMS PHARMA	VOLIG LEG	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	28.458.897	6	a
RAIA DROGASIL SA	BWELL RDF	MARCA PROPIA	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1	A09A DIGESTIVOS INCLUIDO ENZIMAS	.3.12.2.9.1.1	28.315.619	6	a
PRATI DONADUZZI	Por Defecto	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	28.204.752	2	a
FARMOQUIMICA	SIMBIOFLORA FRQ	NAO E MARCA PROPIA	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4	A07F MICROORGANISMOS ANTIDIARREICOS	.3.12.2.7.4.1	28.024.696	2	a
P&G	METAMUCIL P&G	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	27.891.990	3	a
HYPERA PHARMA	LACTO PURGA HYP	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	27.870.292	1	a
EUROFARMA	FORFIG EUR	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	27.439.868	6	a
MEDQUIMICA	GASTROGEL MDQ	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	27.418.500	4	a
CIMED	MAGNAZIA CIM	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A4 ANTIACIDOS COM ANTIFISETICOS	.3.12.2.2.1.3	27.393.297	4	a
EMS PHARMA	BROMOPRIDA EMS	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	27.354.112	2	a
EMS PHARMA	LIPIBLOCK GER	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	27.100.276	6	a
NOVO NORDISK	VICTOZA NND	NAO E MARCA PROPIA	A10S AGONISTAS GLP 1	.3.12.2.10.10	A10S AGONISTAS GLP 1	.3.12.2.10.10.1	26.917.443	1	a
NOVARTIS	GALVUS NOV	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	26.750.586	5	a
RANBAXY	ACIDO URSODESOXICOLICO RAN	NAO E MARCA PROPIA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	.3.12.2.5.1	A05A2 TERAPIA DOS CALCULOS BILIARES	.3.12.2.5.1.2	26.749.034	2	a
ACHE LABORATORIOS FARMACEUTICOS SA	BIOMAG ACH	NAO E MARCA PROPIA	A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1	A08A PREPARADOS ANOREXICOS EXETO OS DIETETICOS	.3.12.2.8.1.1	26.202.481	4	a
SANOFI FARMACEUTICA	PLASIL SNF	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	26.096.153	1	a
EMS PHARMA	GLUNAC GER	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N1 INIBIDOR DPP IV SOLO	.3.12.2.10.8.1	26.090.728	4	a
TEUTO	CLOR DE METFORMINA TEU	NAO E MARCA PROPIA	A10J BIGUANIDA A DIABETICOS	.3.12.2.10.4	A10J1 BIGUANIDA SOLA A DIABETICOS	.3.12.2.10.4.1	26.059.481	3	a
UNIAO QUIMICA	BISALAX UNI	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A2 LAXANTES ESTIMULANTES	.3.12.2.6.1.2	26.051.501	2	a
HYPERA PHARMA	TAMARINE HYP	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A3 INCREMENTADORES DO BOLO INTESTINAL	.3.12.2.6.1.3	25.689.651	12	a
KENVUE	RESOLOR KEN	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A1 LAXANTES SUAVIZANTES	.3.12.2.6.1.1	25.586.625	2	a
EMS PHARMA	ACETONIDA DE TRIANCINOLONA EMS	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	25.215.245	1	a
ACHE LABORATORIOS FARMACEUTICOS SA	ADIPEPT ACH	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	25.189.823	4	a
HERTZ FARMACEUTICA	HEPATILON KLE	NAO E MARCA PROPIA	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	.3.12.2.5.2.1	25.019.864	5	a
ABBOTT	DUPHALAC ABB	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	24.708.159	1	a
ABBOTT	PEDIALYTE ABB	NAO E MARCA PROPIA	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5	A07G REPOSITORES ELECTROLITICOS ORAIS	.3.12.2.7.5.1	24.566.695	21	a
MOMENTA FARMA	GAZIA MOM	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	24.393.023	3	a
MEDLEY	OMEPRAZOL MED	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	24.314.503	6	a
CELLERA FARMA	BENERVA CEL	NAO E MARCA PROPIA	A11D VITAMINA B1 E ASSOCIACOES	.3.12.2.11.4	A11D3 VITAMINA B1	.3.12.2.11.4.1	24.310.800	3	a
EMS PHARMA	MESALAZINA EMS	NAO E MARCA PROPIA	A07E PRODUTOS PARA DOENCA INFLAMATORIA INTESTINAL	.3.12.2.7.3	A07E1 AMINOSALICILATOS INTESTINAIS	.3.12.2.7.3.1	24.284.372	1	a
BIOLAB	SIMETICONA BIO	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A2 ANTIFISETICOS PUROS	.3.12.2.2.1.2	24.088.384	4	a
ALTHAIA	VILDAGLIPTINA CLOR DE METFORMINA ALT	NAO E MARCA PROPIA	A10N INIBIDOR DPP IV	.3.12.2.10.8	A10N3 INIB DPP IV E BIGUANIDAS COMB A DIABETICOS	.3.12.2.10.8.2	23.905.065	3	a
EMS PHARMA	CLOR DE ONDANSETRONA GER	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	23.812.622	2	a
HYPERA PHARMA	PEPSAMAR HYP	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	23.662.666	7	a
SANOFI FARMACEUTICA	TOUJEO SNF	NAO E MARCA PROPIA	A10C INSULINAS HUMANAS E ANALOGAS	.3.12.2.10.1	A10C5 INSULINAS HUMANAS+ANALOGAS ACAO PROLONGADA	.3.12.2.10.1.4	23.513.149	1	a
MEDQUIMICA	PANTOPRAZOL MDQ	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	23.504.191	2	a
EMS PHARMA	OMEPRAZOL NVQ	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B2 INIBIDORES DA BOMBA DE PROTONS	.3.12.2.2.2.2	23.467.880	6	a
EMS PHARMA	HIDROXIDO DE ALUMINIO EMS	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	23.230.577	1	a
LABORATORIO GLOBO	OMEPRAZOL GLO	NAO E MARCA PROPIA	A02B ANTIULCEROSOS	.3.12.2.2.2	A02B1 ANTAGONISTAS H2	.3.12.2.2.2.1	23.053.512	4	a
APSEN	AZULFIN APS	NAO E MARCA PROPIA	A07E PRODUTOS PARA DOENCA INFLAMATORIA INTESTINAL	.3.12.2.7.3	A07E1 AMINOSALICILATOS INTESTINAIS	.3.12.2.7.3.1	22.693.493	1	a
MYRALIS PHARMA	PEG LAX MYR	NAO E MARCA PROPIA	A06A DROGAS PARA A CONSTIPACAO	.3.12.2.6.1	A06A6 LAXANTES OSMOTICOS	.3.12.2.6.1.5	22.606.111	1	a
BOIRON	CAMILIA BRN	NAO E MARCA PROPIA	A01A ESTOMATOLOGICOS	.3.12.2.1.1	A01A ESTOMATOLOGICOS	.3.12.2.1.1.1	22.506.719	2	a
EUROFARMA	MALEATO DE TRIMEBUTINA EUR	NAO E MARCA PROPIA	A03F GASTROPROCINETICOS	.3.12.2.3.4	A03F GASTROPROCINETICOS	.3.12.2.3.4.1	22.448.992	2	a
EMS PHARMA	GLICLAZIDA LEG	NAO E MARCA PROPIA	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3	A10H SULFONILOUREIA A DIABETICOS	.3.12.2.10.3.1	22.171.714	4	a
GSK	LEITE DE MAGNESIA GSK	NAO E MARCA PROPIA	A02A ANTIACIDOS ANTIFISETICOS	.3.12.2.2.1	A02A1 ANTIACIDOS PUROS	.3.12.2.2.1.1	21.994.109	1	a
EMS PHARMA	CLOR DE ONDANSETRONA EMS	NAO E MARCA PROPIA	A04A ANTIEMETICOS E ANTINAUSEOSOS	.3.12.2.4.1	A04A1 ANTAGONISTAS DA SEROTONINA	.3.12.2.4.1.1	21.592.020	2	a
