EST_MER_6;MARCA;FABRICANTE
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE BUPROPIONA NVQ;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;CLOR DE CICLOBENZAPRINA;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;CLOR DE CICLOBENZAPRINA EMS;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;CLOR DE CICLOBENZAPRINA GER;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;CLOR DE CICLOBENZAPRINA NVQ;EMS PHARMA
S01C COMBINACOES DE ANTI INFLAMATORIOS OFTALMICOS E ANT;CLOR DE CIPROFLOXACINO DEXAMETASONA EMS;EMS PHARMA
J01G FLUOROQUINOLONAS;CLOR DE CIPROFLOXACINO EMS;EMS PHARMA
J01G FLUOROQUINOLONAS;CLOR DE CIPROFLOXACINO GER;EMS PHARMA
J01G FLUOROQUINOLONAS;CLOR DE CIPROFLOXACINO MUL;EMS PHARMA
J01F MACROLIDEOS E SIMILARES;CLOR DE CLINDAMICINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE CLOMIPRAMINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE CLOMIPRAMINA GER;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE DILTIAZEM EMS;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE DILTIAZEM NVQ;EMS PHARMA
N07D PRODUTOS ANTI ALZHEIMER;CLOR DE DONEPEZILA CLOR DE MEMANTINA EMS;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;CLOR DE DORZOLAMIDA COLIRIO;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;CLOR DE DORZOLAMIDA COLIRIO EMS;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;CLOR DE DORZOLAMIDA COLIRIO GER;EMS PHARMA
N07D PRODUTOS ANTI ALZHEIMER;CLOR DE DORZOLAMIDA EMS;EMS PHARMA
N07D PRODUTOS ANTI ALZHEIMER;CLOR DE DORZOLAMIDA NVQ;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;CLOR DE DORZOLAMIDA TIMOLOL COLIRIO EMS;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;CLOR DE DORZOLAMIDA TIMOLOL COLIRIO GER;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;CLOR DE DORZOLAMIDA TIMOLOL COLIRIO UNI;EMS PHARMA
J01A TETRACICLINAS E ASSOCIACOES;CLOR DE DOXICICLINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE DULOXETINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE DULOXETINA GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE DULOXETINA LEG;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE DULOXETINA NVQ;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE FEXOFENADINA EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE FEXOFENADINA GER;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE FEXOFENADINA NVQ;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE FLUOXETINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE FLUOXETINA GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE FLUOXETINA LEG;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA GER;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA LEG;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA NVQ;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLOR DE HIDROXIZINA XAROPE LEG;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE LERCANIDIPINO EMS;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE LERCANIDIPINO MUL;EMS PHARMA
N01B ANESTESICOS LOCAIS EXCLUINDO DERMATOLOGICOS;CLOR DE LIDOCAINA EMS;EMS PHARMA
N07D PRODUTOS ANTI ALZHEIMER;CLOR DE MEMANTINA NVQ;EMS PHARMA
A10J BIGUANIDA A DIABETICOS;CLOR DE METFORMINA EMS;EMS PHARMA
A10J BIGUANIDA A DIABETICOS;CLOR DE METFORMINA MUL;EMS PHARMA
N06B PSICOESTIMULANTES;CLOR DE METILFENIDATO EMS;EMS PHARMA
J01G FLUOROQUINOLONAS;CLOR DE MOXIFLOXACINO EMS;EMS PHARMA
J01G FLUOROQUINOLONAS;CLOR DE MOXIFLOXACINO NVQ;EMS PHARMA
N02C CONTRA ENXAQUECA;CLOR DE NARATRIPTANA EMS;EMS PHARMA
N02C CONTRA ENXAQUECA;CLOR DE NARATRIPTANA GER;EMS PHARMA
N02C CONTRA ENXAQUECA;CLOR DE NARATRIPTANA LEG;EMS PHARMA
N02C CONTRA ENXAQUECA;CLOR DE NARATRIPTANA NEO;EMS PHARMA
N02C CONTRA ENXAQUECA;CLOR DE NARATRIPTANA NVQ;EMS PHARMA
C07A AGENTES BETA BLOQUEADORES PUROS;CLOR DE NEBIVOLOL EMS;EMS PHARMA
C07A AGENTES BETA BLOQUEADORES PUROS;CLOR DE NEBIVOLOL GER;EMS PHARMA
A04A ANTIEMETICOS E ANTINAUSEOSOS;CLOR DE ONDANSETRONA EMS;EMS PHARMA
A04A ANTIEMETICOS E ANTINAUSEOSOS;CLOR DE ONDANSETRONA GER;EMS PHARMA
R01A PREPARACOES NASAIS TOPICAS;CLOR DE OXIMETAZOLINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE PAROXETINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE PAROXETINA GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE PAROXETINA LEG;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE PAROXETINA MUL;EMS PHARMA
A10K GLITAZONA A DIABETICOS;CLOR DE PIOGLITAZONA EMS;EMS PHARMA
A10K GLITAZONA A DIABETICOS;CLOR DE PIOGLITAZONA GER;EMS PHARMA
A10K GLITAZONA A DIABETICOS;CLOR DE PIOGLITAZONA NVQ;EMS PHARMA
C07A AGENTES BETA BLOQUEADORES PUROS;CLOR DE PROPRANOLOL GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE SERTRALINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE SERTRALINA GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE SERTRALINA LEG;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE SERTRALINA NVQ;EMS PHARMA
A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS;CLOR DE SIBUTRAMINA EMS;EMS PHARMA
A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS;CLOR DE SIBUTRAMINA GER;EMS PHARMA
A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS;CLOR DE SIBUTRAMINA LEG;EMS PHARMA
A08A - PREPARADOS ANOREXICOS EXETO OS DIETETICOS;CLOR DE SIBUTRAMINA NVQ;EMS PHARMA
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;CLOR DE TANSULOSINA EMS;EMS PHARMA
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;CLOR DE TANSULOSINA GER;EMS PHARMA
G04C PRODUTOS PARA HIPERPLASIA PROSTATICA BENIGNA HPB;CLOR DE TANSULOSINA SGM;EMS PHARMA
D01A ANTIMICOTICOS DERMATOLOGICOS;CLOR DE TERBINAFINA EMS;EMS PHARMA
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;CLOR DE TERBINAFINA EMS;EMS PHARMA
D01A ANTIMICOTICOS DERMATOLOGICOS;CLOR DE TERBINAFINA GER;EMS PHARMA
B01C INIBIDORES DA AGREGACAO PLAQUETARIA;CLOR DE TICLOPIDINA EMS;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL EMS;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL GER;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL LEG;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL NVQ;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL PARACETAMOL EMS;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;CLOR DE TRAMADOL PARACETAMOL GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE TRAZODONA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE TRAZODONA NVQ;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE VENLAFAXINA EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE VENLAFAXINA GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE VENLAFAXINA MUL;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CLOR DE VENLAFAXINA NVQ;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE VERAPAMIL EMS;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE VERAPAMIL GER;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;CLOR DE VERAPAMIL NVQ;EMS PHARMA
R01B DESCONGESTIONANTES NASAIS SISTEMICOS;CLORATADD EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;CLORATADD EMS;EMS PHARMA
A04A ANTIEMETICOS E ANTINAUSEOSOS;CLORIDRATO DE ONDANSETRONA NVQ;EMS PHARMA
A02B ANTIULCEROSOS;CLORIDRATO DE RANITIDINA EMS;EMS PHARMA
C03A DIURETICOS;CLORTALIDONA EMS;EMS PHARMA
C03A DIURETICOS;CLORTALIDONA GER;EMS PHARMA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;CLORTALIDONA GER;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;CLOTRIMAZOL ACET DE DEXAMETASONA EMS;EMS PHARMA
D01A ANTIMICOTICOS DERMATOLOGICOS;CLOTRIMAZOL EMS;EMS PHARMA
G01B ANTIMICOTICOS GINECOLOGICOS;CLOTRIMAZOL EMS;EMS PHARMA
D01A ANTIMICOTICOS DERMATOLOGICOS;CLOTRIMAZOL GER;EMS PHARMA
G01B ANTIMICOTICOS GINECOLOGICOS;CLOTRIMAZOL GER;EMS PHARMA
J01G FLUOROQUINOLONAS;CLOTRIMAZOL GER;EMS PHARMA
L01B ANTIMETABOLITOS;COAMA EMS;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;COCICHIMIL MUL;EMS PHARMA
M04A ANTIGOTOSOS;COCICHIMIL MUL;EMS PHARMA
A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR;COLACHOFRA EMS;EMS PHARMA
M04A ANTIGOTOSOS;COLCHICINA MUL;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;COLCHICINA NVQ;EMS PHARMA
M04A ANTIGOTOSOS;COLCHICINA NVQ;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;COLESTIRAMINA EMS;EMS PHARMA
A01A ESTOMATOLOGICOS;COLIAFT EMS;EMS PHARMA
S01G PREPARADOS PARA O TRATAMENTO DE CONJUNTIVITES NAO;COLIRIO LEGRAND LEG;EMS PHARMA
S01K PRODUTOS PARA OLHO SECO;COLIRIO LEGRAND LEG;EMS PHARMA
C07A AGENTES BETA BLOQUEADORES PUROS;CONCARDIO EMS;EMS PHARMA
N05B HIPNOTICOS SEDATIVOS;CONCENTRIX LEG;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;CONDIMIL;EMS PHARMA
A12C OUTROS SUPLEMENTOS MINERAIS;CONDRES EMS;EMS PHARMA
M05X OUTROS PRODUTOS SISTEMA MUSCULO ESQUELETICO;CONDRES EMS;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;CONTRACEP EMS;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;CORTITOP GEO;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;COXETO GER;EMS PHARMA
A07F MICROORGANISMOS ANTIDIARREICOS;CULTURELLE CEL;EMS PHARMA
A07F MICROORGANISMOS ANTIDIARREICOS;CULTURELLE CIF;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;CYMBI EMS;EMS PHARMA
G04A ANTISSEPTICOS E ANTINFECCIOSOS URINARIOS;CYSTEX EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;DAFORIN EMS;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DALYNE EMS;EMS PHARMA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPAGLIFLOZINA EMS;EMS PHARMA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPAGLIFLOZINA GER;EMS PHARMA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPAGLIFLOZINA LEG;EMS PHARMA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPAGLIFLOZINA NVQ;EMS PHARMA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPFLOW EMS;EMS PHARMA
A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2;DAPLYS BRA;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEFLAIMMUN EMS;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEFLAZACORTE EMS;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEFLAZACORTE LEG;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEFLAZACORTE NVQ;EMS PHARMA
P03A ECTOPARASITICIDAS INCL ESCAB;DELTALAB MUL;EMS PHARMA
G03B ANDROGENOS E ASSOCIACOES EXCETO G3E G3F;DEPOSTERON EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;DERADOP GER;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;DERMATISAN EMS;EMS PHARMA
D01A ANTIMICOTICOS DERMATOLOGICOS;DERMOBENE LEG;EMS PHARMA
D01A ANTIMICOTICOS DERMATOLOGICOS;DERMOCERYL EMS;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;DERMOCORTE EMS;EMS PHARMA
J01G FLUOROQUINOLONAS;DERMORUTEX EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORANA LEG;EMS PHARMA
R05C EXPECTORANTES;DESLORATADINA EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORATADINA EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORATADINA GER;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORATADINA LEG;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORATADINA MUL;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESLORATADINA NVQ;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DESOGESTREL EMS;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DESOGESTREL GER;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DESOGESTREL LEG;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DESONIDA EMS;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DESONIDA GER;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DESONIDA LEG;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DESOSKIN NVQ;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DESTADIN EMS;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DEXADERMIL PHA;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DEXAMETASONA EMS;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEXAMETASONA EMS;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DEXAMETASONA GER;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEXAMETASONA MUL;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DEXAMETASONA NVQ;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;DEXANIL NEO;EMS PHARMA
H02B ASSOCIACOES CORTICOSTEROIDES SISTEMICOS;DEXCLORFENIRAMINA BETAMETASONA EMS;EMS PHARMA
H02B ASSOCIACOES CORTICOSTEROIDES SISTEMICOS;DEXCLORFENIRAMINA BETAMETASONA NVQ;EMS PHARMA
D04A ANTIPRURIGINOSOS,INCLUSIVE ANTIHISTAMINICOS ANESTE;DEXCLORFENIRAMINA EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DEXCLORFENIRAMINA EMS;EMS PHARMA
N05C TRANQUILIZANTES;DIAZEFAST EMS;EMS PHARMA
N05B HIPNOTICOS SEDATIVOS;DIAZEPAM GER;EMS PHARMA
N05C TRANQUILIZANTES;DIAZEPAM GER;EMS PHARMA
N05C TRANQUILIZANTES;DIAZEPAM NVQ;EMS PHARMA
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;DICLOAIR LEG;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;DICLOFENACO EMS;EMS PHARMA
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;DICLOFENACO EMS;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;DICLOFENACO GER;EMS PHARMA
M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS;DICLOFENACO GER;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;DICLOFENACO NVQ;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;DICLOFENACO SODICO GER;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;DICLOFENACO SODICO MUL;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;DICLOR DE LEVOCETIRIZINA EMS;EMS PHARMA
N04A ANTIPARKINSONIANOS;DICLOR DE PRAMIPEXOL EMS;EMS PHARMA
G03D PROGESTOGENOS E ASSOCIACOES EXCLUINDO G3A G3F;DIENOGESTE EMS;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DIENOGESTE EUR;EMS PHARMA
A03F GASTROPROCINETICOS;DIGESIGMA NVQ;EMS PHARMA
C08A ANTAGONISTAS DO CALCIO PUROS;DILTIAZEM GER;EMS PHARMA
A02A ANTIACIDOS ANTIFISETICOS;DIMETILIV EMS;EMS PHARMA
C05C TERAPIA VARICOSA SISTEMICA;DIOVASES EMS;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;DIPIRONA EMS;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPIRONA EMS;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPIRONA GER;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPIRONA LEG;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DIPIRONA NVQ;EMS PHARMA
D05A PRODUTOS ANTIPSORIASE TOPICOS;DIPR DE BETAMETASONA ACIDO SALICILICO EMS;EMS PHARMA
D05A PRODUTOS ANTIPSORIASE TOPICOS;DIPR DE BETAMETASONA ACIDO SALICILICO GER;EMS PHARMA
D05A PRODUTOS ANTIPSORIASE TOPICOS;DIPR DE BETAMETASONA ACIDO SALICILICO LEG;EMS PHARMA
D07A CORTICOIDES TOPICOS PUROS;DIPR DE BETAMETASONA EMS;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;DIPR DE BETAMETASONA SUL DE GENTAMICINA EMS;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;DIPR DE BETAMETASONA SUL DE GENTAMICINA GER;EMS PHARMA
A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS;DNOVA MUL;EMS PHARMA
A03F GASTROPROCINETICOS;DOMPERIDONA EMS;EMS PHARMA
A03F GASTROPROCINETICOS;DOMPERIDONA GER;EMS PHARMA
A03F GASTROPROCINETICOS;DOMPERIDONA LEG;EMS PHARMA
A03F GASTROPROCINETICOS;DOMPERIDONA NVQ;EMS PHARMA
A03F GASTROPROCINETICOS;DOMPGRAN;EMS PHARMA
A03F GASTROPROCINETICOS;DOMPLIV EMS;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;DORICIN EMS;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;DORICIN EMS;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DORILEN EMS;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DORILEN LEG;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DORSANOL EMS;EMS PHARMA
N02A ANALGESICOS NARCOTICOS;DORSANOL MUL;EMS PHARMA
N02B NAO NARCOTICOS ANTIPIRETICOS;DORSANOL MUL;EMS PHARMA
A03D ASSOCIACOES COM ANALGESICOS;DORSPAN EMS;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;DORZAL OFV;EMS PHARMA
S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA;DRENATAN OFV;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DROSPIRENONA ETINILESTRADIOL EMS;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DROSPIRENONA ETINILESTRADIOL GER;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DROSPIRENONA ETINILESTRADIOL LEG;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DROSPIRENONA ETINILESTRADIOL NVQ;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;DROSPIRENONA NVQ;EMS PHARMA
N05C TRANQUILIZANTES;DROXY GER;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;DULOXETINA EMS;EMS PHARMA
M03B RELAXANTES MUSCULARES ACAO CENTRAL;ELEGANCE;EMS PHARMA
G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS;ELO EMS;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;EMISTIN EMS;EMS PHARMA
R06A ANTIHISTAMINICOS SISTEMICOS;EMISTIN EMS;EMS PHARMA
N02C CONTRA ENXAQUECA;EMPOZZE EMS;EMS PHARMA
R05C EXPECTORANTES;EMS EXPECTOR EMS;EMS PHARMA
H02A CORTICOSTEROIDES PUROS;EMS PRED EMS;EMS PHARMA
D07B ASSOCIACOES DE CORTICOIDES;EMSCORT EMS;EMS PHARMA
R05C EXPECTORANTES;EMSEXPECTOR EMS;EMS PHARMA
C09A INIBIDORES ACE PUROS;ENALAPRIL EMS;EMS PHARMA
C09A INIBIDORES ACE PUROS;ENALAPRIL GER;EMS PHARMA
C09B INIBIDORES ACE COMBINADOS;ENALAPRIL HIDROCLOROTIAZIDA EMS;EMS PHARMA
C09A INIBIDORES ACE PUROS;ENALAPRIL LEG;EMS PHARMA
C09A INIBIDORES ACE PUROS;ENALAPRIL NVQ;EMS PHARMA
C09B INIBIDORES ACE COMBINADOS;ENALAPRIL+HCT LEG;EMS PHARMA
A04A ANTIEMETICOS E ANTINAUSEOSOS;ENAVO EMS;EMS PHARMA
R02A PREPARACOES PARA GARGANTA;ENDCOFF EMS;EMS PHARMA
J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF;EPIKABI FRS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;ESCILEX EMS;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;ESCITALOPRAM;EMS PHARMA
N06A A DEPRESSIVOS E REGUL DE HUMOR;ESCITALOPRAM EMS;EMS PHARMA
A02B ANTIULCEROSOS;ESMOG EMS;EMS PHARMA
A02B ANTIULCEROSOS;ESOGASTRO EMS;EMS PHARMA
A02B ANTIULCEROSOS;ESOMEPRAZOL EMS;EMS PHARMA
A02B ANTIULCEROSOS;ESOMEPRAZOL GER;EMS PHARMA
A02B ANTIULCEROSOS;ESOMEPRAZOL LEG;EMS PHARMA
A02B ANTIULCEROSOS;ESOMEPRAZOL NVQ;EMS PHARMA
A02B ANTIULCEROSOS;ESOMEX EMS;EMS PHARMA
A02B ANTIULCEROSOS;ESOP MUL;EMS PHARMA
A02B ANTIULCEROSOS;ESOP NVQ;EMS PHARMA
A03E OUTRAS ASSOCIACOES;ESPASMO EMS;EMS PHARMA
A03E OUTRAS ASSOCIACOES;ESPASMO FLATOL EMS;EMS PHARMA
C03A DIURETICOS;ESPIRONOLACTONA EMS;EMS PHARMA
C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS;ESPIRONOLACTONA EMS;EMS PHARMA
C03A DIURETICOS;ESPIRONOLACTONA GER;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;ETODOLACO GER;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;ETORICOXIBE EMS;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;ETORICOXIBE GER;EMS PHARMA
C02A ANTIHIPERTENSIVOS NAO HERBACEOS PUROS;EUPROSTATIN EMS;EMS PHARMA
R05C EXPECTORANTES;EXPEC LEG;EMS PHARMA
R05C EXPECTORANTES;EXPECPULMON LEG;EMS PHARMA
R05C EXPECTORANTES;EXPECTAMIN LEG;EMS PHARMA
R05C EXPECTORANTES;EXPECTUSS EMS;EMS PHARMA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;EZETIMIBA EMS;EMS PHARMA
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;EZETIMIBA GER;EMS PHARMA
C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID;EZETIMIBA LEG;EMS PHARMA
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;EZETIMIBA SINVASTATINA EMS;EMS PHARMA
C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL;EZETIMIBA SINVASTATINA GER;EMS PHARMA
S01C COMBINACOES DE ANTI INFLAMATORIOS OFTALMICOS E ANT;FACOBA OFV;EMS PHARMA
B01F INIBIDOR DIRETO DO FATOR XA;FAXXA GER;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;FEBUPEN EMS;EMS PHARMA
M01A ANTI REUMATICOS SEM ESTEROIDES;FENBIP NVQ;EMS PHARMA
